Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
there's nothing in it.,what do you mean?,there ' s nothing in it .,<sos> what do you mean ? <eos>,what do you mean ? <eos>,25,30
what do you mean?,"i mean, it's just coffee.",what do you mean ?,"<sos> i mean , it ' s just coffee . <eos>","i mean , it ' s just coffee . <eos>",18,41
"i mean, it's just coffee.",i figured that.,"i mean , it ' s just coffee .",<sos> i figured that . <eos>,i figured that . <eos>,29,28
i figured that.,it's not too bitter for you?,i figured that .,<sos> it ' s not too bitter for you ? <eos>,it ' s not too bitter for you ? <eos>,16,43
it's not too bitter for you?,"it's a little bitter, but it's okay.",it ' s not too bitter for you ?,"<sos> it ' s a little bitter , but it ' s okay . <eos>","it ' s a little bitter , but it ' s okay . <eos>",31,54
"it's a little bitter, but it's okay.",there's no sugar or cream in it.,"it ' s a little bitter , but it ' s okay .",<sos> there ' s no sugar or cream in it . <eos>,there ' s no sugar or cream in it . <eos>,42,47
there's no sugar or cream in it.,"no, it's a taste you have to get used to.",there ' s no sugar or cream in it .,"<sos> no , it ' s a taste you have to get used to . <eos>","no , it ' s a taste you have to get used to . <eos>",35,57
"no, it's a taste you have to get used to.",sort of like beer.,"no , it ' s a taste you have to get used to .",<sos> sort of like beer . <eos>,sort of like beer . <eos>,45,31
let's take a walk.,what's the weather like?,let ' s take a walk .,<sos> what ' s the weather like ? <eos>,what ' s the weather like ? <eos>,21,39
what's the weather like?,let me step outside and see.,what ' s the weather like ?,<sos> let me step outside and see . <eos>,let me step outside and see . <eos>,27,41
let me step outside and see.,"it's a little chilly, right?",let me step outside and see .,"<sos> it ' s a little chilly , right ? <eos>","it ' s a little chilly , right ? <eos>",29,44
"it's a little chilly, right?","yes, it is.","it ' s a little chilly , right ?","<sos> yes , it is . <eos>","yes , it is . <eos>",32,25
"yes, it is.",i'll put on my cap.,"yes , it is .",<sos> i ' ll put on my cap . <eos>,i ' ll put on my cap . <eos>,13,34
i'll put on my cap.,"wear a jacket, too.",i ' ll put on my cap .,"<sos> wear a jacket , too . <eos>","wear a jacket , too . <eos>",22,33
"wear a jacket, too.",i wonder if i should bring my gloves.,"wear a jacket , too .",<sos> i wonder if i should bring my gloves . <eos>,i wonder if i should bring my gloves . <eos>,21,50
i wonder if i should bring my gloves.,"maybe you should, just in case it gets colder.",i wonder if i should bring my gloves .,"<sos> maybe you should , just in case it gets colder . <eos>","maybe you should , just in case it gets colder . <eos>",38,60
"maybe you should, just in case it gets colder.",i'll put a glove in each pocket.,"maybe you should , just in case it gets colder .",<sos> i ' ll put a glove in each pocket . <eos>,i ' ll put a glove in each pocket . <eos>,48,47
i'll put a glove in each pocket.,we'll get warmer as we walk.,i ' ll put a glove in each pocket .,<sos> we ' ll get warmer as we walk . <eos>,we ' ll get warmer as we walk . <eos>,35,43
we'll get warmer as we walk.,"yes, but it gets colder as the sun goes down.",we ' ll get warmer as we walk .,"<sos> yes , but it gets colder as the sun goes down . <eos>","yes , but it gets colder as the sun goes down . <eos>",31,59
look at the car chase on tv!,that driver is crazy.,look at the car chase on tv !,<sos> that driver is crazy . <eos>,that driver is crazy . <eos>,29,34
that driver is crazy.,i can't believe he hasn't crashed.,that driver is crazy .,<sos> i can ' t believe he hasn ' t crashed . <eos>,i can ' t believe he hasn ' t crashed . <eos>,22,51
i can't believe he hasn't crashed.,how fast is he going?,i can ' t believe he hasn ' t crashed .,<sos> how fast is he going ? <eos>,how fast is he going ? <eos>,39,34
how fast is he going?,they say he's going 80 miles per hour.,how fast is he going ?,<sos> they say he ' s going miles per hour . <eos>,they say he ' s going miles per hour . <eos>,22,50
they say he's going 80 miles per hour.,he's going to kill someone.,they say he ' s going miles per hour .,<sos> he ' s going to kill someone . <eos>,he ' s going to kill someone . <eos>,38,42
he's going to kill someone.,look! he just hit that car.,he ' s going to kill someone .,<sos> look ! he just hit that car . <eos>,look ! he just hit that car . <eos>,30,41
look! he just hit that car.,"oh, my goodness. no one is safe on the streets.",look ! he just hit that car .,"<sos> oh , my goodness . no one is safe on the streets . <eos>","oh , my goodness . no one is safe on the streets . <eos>",29,62
"oh, my goodness. no one is safe on the streets.",now he's slowing down.,"oh , my goodness . no one is safe on the streets .",<sos> now he ' s slowing down . <eos>,now he ' s slowing down . <eos>,50,37
now he's slowing down.,maybe he ran out of gas.,now he ' s slowing down .,<sos> maybe he ran out of gas . <eos>,maybe he ran out of gas . <eos>,25,37
maybe he ran out of gas.,look! he just got out of the car and started running.,maybe he ran out of gas .,<sos> look ! he just got out of the car and started running . <eos>,look ! he just got out of the car and started running . <eos>,25,67
look! he just got out of the car and started running.,i hope the police catch him.,look ! he just got out of the car and started running .,<sos> i hope the police catch him . <eos>,i hope the police catch him . <eos>,55,41
tv news is so stupid.,they shouldn't even call it news.,tv news is so stupid .,<sos> they shouldn ' t even call it news . <eos>,they shouldn ' t even call it news . <eos>,22,48
they shouldn't even call it news.,last night they told us about a cat in a sofa.,they shouldn ' t even call it news .,<sos> last night they told us about a cat in a sofa . <eos>,last night they told us about a cat in a sofa . <eos>,36,59
last night they told us about a cat in a sofa.,yesterday they told us about a dog in a pipe.,last night they told us about a cat in a sofa .,<sos> yesterday they told us about a dog in a pipe . <eos>,yesterday they told us about a dog in a pipe . <eos>,47,58
yesterday they told us about a dog in a pipe.,last week they told us about a bear in a back yard.,yesterday they told us about a dog in a pipe .,<sos> last week they told us about a bear in a back yard . <eos>,last week they told us about a bear in a back yard . <eos>,46,64
last week they told us about a bear in a back yard.,last month they told us about a mouse in a restaurant.,last week they told us about a bear in a back yard .,<sos> last month they told us about a mouse in a restaurant . <eos>,last month they told us about a mouse in a restaurant . <eos>,52,67
last month they told us about a mouse in a restaurant.,the weatherman tells us the temperature in every town.,last month they told us about a mouse in a restaurant .,<sos> the weatherman tells us the temperature in every town . <eos>,the weatherman tells us the temperature in every town . <eos>,55,67
the weatherman tells us the temperature in every town.,the sports guy shows us players fighting.,the weatherman tells us the temperature in every town .,<sos> the sports guy shows us players fighting . <eos>,the sports guy shows us players fighting . <eos>,55,54
the sports guy shows us players fighting.,"they always tell us ""what's next.""",the sports guy shows us players fighting .,"<sos> they always tell us "" what ' s next . "" <eos>","they always tell us "" what ' s next . "" <eos>",42,51
"they always tell us ""what's next.""","they always make ""what's next"" sound exciting, but it never is.","they always tell us "" what ' s next . ""","<sos> they always make "" what ' s next "" sound exciting , but it never is . <eos>","they always make "" what ' s next "" sound exciting , but it never is . <eos>",39,81
"they always make ""what's next"" sound exciting, but it never is.",it's more like news for kids.,"they always make "" what ' s next "" sound exciting , but it never is .",<sos> it ' s more like news for kids . <eos>,it ' s more like news for kids . <eos>,69,44
it's more like news for kids.,they should have kid reporters.,it ' s more like news for kids .,<sos> they should have kid reporters . <eos>,they should have kid reporters . <eos>,32,44
i love my computer.,computers are so cool.,i love my computer .,<sos> computers are so cool . <eos>,computers are so cool . <eos>,20,35
computers are so cool.,i love to go online.,computers are so cool .,<sos> i love to go online . <eos>,i love to go online . <eos>,23,33
i love to go online.,the internet is amazing.,i love to go online .,<sos> the internet is amazing . <eos>,the internet is amazing . <eos>,21,37
the internet is amazing.,you can travel all over the world.,the internet is amazing .,<sos> you can travel all over the world . <eos>,you can travel all over the world . <eos>,25,47
you can travel all over the world.,i know. i went to china yesterday.,you can travel all over the world .,<sos> i know . i went to china yesterday . <eos>,i know . i went to china yesterday . <eos>,35,48
i know. i went to china yesterday.,what did you do?,i know . i went to china yesterday .,<sos> what did you do ? <eos>,what did you do ? <eos>,36,29
what did you do?,i stood on the great wall and looked all around.,what did you do ?,<sos> i stood on the great wall and looked all around . <eos>,i stood on the great wall and looked all around . <eos>,17,61
i stood on the great wall and looked all around.,what was it like?,i stood on the great wall and looked all around .,<sos> what was it like ? <eos>,what was it like ? <eos>,49,30
what was it like?,it was like the real thing.,what was it like ?,<sos> it was like the real thing . <eos>,it was like the real thing . <eos>,18,40
it was like the real thing.,it was like being there?,it was like the real thing .,<sos> it was like being there ? <eos>,it was like being there ? <eos>,28,37
it was like being there?,"yes, i felt like i was actually there.",it was like being there ?,"<sos> yes , i felt like i was actually there . <eos>","yes , i felt like i was actually there . <eos>",25,52
