Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
i want to go to the ball game.,is there a game tonight?,i want to go to the ball game .,is there a game tonight ?,is there a game tonight ?,31,25
is there a game tonight?,"yes, it starts at 7 p.m.",is there a game tonight ?,"yes , it starts at p . m .","yes , it starts at p . m .",25,26
"yes, it starts at 7 p.m.",can we get tickets?,"yes , it starts at p . m .",can we get tickets ?,can we get tickets ?,26,20
can we get tickets?,"yes, but only the cheap tickets.",can we get tickets ?,"yes , but only the cheap tickets .","yes , but only the cheap tickets .",20,34
"yes, but only the cheap tickets.",how much are they?,"yes , but only the cheap tickets .",how much are they ?,how much are they ?,34,19
how much are they?,they're only $5 each.,how much are they ?,they ' re only $ each .,they ' re only $ each .,19,23
they're only $5 each.,that's a good price.,they ' re only $ each .,that ' s a good price .,that ' s a good price .,23,23
that's a good price.,"yes, it's cheaper than a hot dog or a beer.",that ' s a good price .,"yes , it ' s cheaper than a hot dog or a beer .","yes , it ' s cheaper than a hot dog or a beer .",23,47
"yes, it's cheaper than a hot dog or a beer.",where are the seats?,"yes , it ' s cheaper than a hot dog or a beer .",where are the seats ?,where are the seats ?,47,21
where are the seats?,they're behind the outfield.,where are the seats ?,they ' re behind the outfield .,they ' re behind the outfield .,21,31
they're behind the outfield.,maybe we can catch a home run ball.,they ' re behind the outfield .,maybe we can catch a home run ball .,maybe we can catch a home run ball .,31,36
golf is so hard.,what's so hard about hitting a little white ball?,golf is so hard .,what ' s so hard about hitting a little white ball ?,what ' s so hard about hitting a little white ball ?,17,52
what's so hard about hitting a little white ball?,it's hard if you want to do it right.,what ' s so hard about hitting a little white ball ?,it ' s hard if you want to do it right .,it ' s hard if you want to do it right .,52,40
it's hard if you want to do it right.,you mean like tiger?,it ' s hard if you want to do it right .,you mean like tiger ?,you mean like tiger ?,40,21
you mean like tiger?,"no, like a good amateur golfer.",you mean like tiger ?,"no , like a good amateur golfer .","no , like a good amateur golfer .",21,33
"no, like a good amateur golfer.",what's so hard about golf?,"no , like a good amateur golfer .",what ' s so hard about golf ?,what ' s so hard about golf ?,33,29
what's so hard about golf?,there are so many things you have to do right.,what ' s so hard about golf ?,there are so many things you have to do right .,there are so many things you have to do right .,29,47
there are so many things you have to do right.,like what?,there are so many things you have to do right .,like what ?,like what ?,47,11
like what?,"like keep your left arm straight, keep your head down, and follow through.",like what ?,"like keep your left arm straight , keep your head down , and follow through .","like keep your left arm straight , keep your head down , and follow through .",11,77
"like keep your left arm straight, keep your head down, and follow through.",yikes! who can remember all that?,"like keep your left arm straight , keep your head down , and follow through .",yikes ! who can remember all that ?,yikes ! who can remember all that ?,77,35
yikes! who can remember all that?,you need to get a lot of lessons when you're really young.,yikes ! who can remember all that ?,you need to get a lot of lessons when you ' re really young .,you need to get a lot of lessons when you ' re really young .,35,61
you need to get a lot of lessons when you're really young.,forget it. golf sounds more like work than fun.,you need to get a lot of lessons when you ' re really young .,forget it . golf sounds more like work than fun .,forget it . golf sounds more like work than fun .,61,49
did you hear about the ball player?,the home run hitter on drugs?,did you hear about the ball player ?,the home run hitter on drugs ?,the home run hitter on drugs ?,36,30
the home run hitter on drugs?,he said a doctor helped him with a personal problem.,the home run hitter on drugs ?,he said a doctor helped him with a personal problem .,he said a doctor helped him with a personal problem .,30,53
he said a doctor helped him with a personal problem.,he said he wasn't using drugs.,he said a doctor helped him with a personal problem .,he said he wasn ' t using drugs .,he said he wasn ' t using drugs .,53,33
he said he wasn't using drugs.,he apologized to the fans.,he said he wasn ' t using drugs .,he apologized to the fans .,he apologized to the fans .,33,27
he apologized to the fans.,the league suspended him for 50 games.,he apologized to the fans .,the league suspended him for games .,the league suspended him for games .,27,36
the league suspended him for 50 games.,that will cost him some money.,the league suspended him for games .,that will cost him some money .,that will cost him some money .,36,31
that will cost him some money.,"yes, about $7 million.",that will cost him some money .,"yes , about $ million .","yes , about $ million .",31,23
"yes, about $7 million.",that will teach him a good lesson.,"yes , about $ million .",that will teach him a good lesson .,that will teach him a good lesson .,23,35
that will teach him a good lesson.,he probably won't use drugs anymore.,that will teach him a good lesson .,he probably won ' t use drugs anymore .,he probably won ' t use drugs anymore .,35,39
he probably won't use drugs anymore.,but it won't stop other players from using drugs.,he probably won ' t use drugs anymore .,but it won ' t stop other players from using drugs .,but it won ' t stop other players from using drugs .,39,52
but it won't stop other players from using drugs.,no. everyone always figures that they won't get caught.,but it won ' t stop other players from using drugs .,no . everyone always figures that they won ' t get caught .,no . everyone always figures that they won ' t get caught .,52,59
why is there so much crime?,because parents don't teach their kids right from wrong.,why is there so much crime ?,because parents don ' t teach their kids right from wrong .,because parents don ' t teach their kids right from wrong .,28,59
because parents don't teach their kids right from wrong.,is that it?,because parents don ' t teach their kids right from wrong .,is that it ?,is that it ?,59,12
is that it?,"also, there aren't enough police.",is that it ?,"also , there aren ' t enough police .","also , there aren ' t enough police .",12,37
"also, there aren't enough police.",but there are a lot of police.,"also , there aren ' t enough police .",but there are a lot of police .,but there are a lot of police .,37,31
but there are a lot of police.,there's only one police officer per 100 criminals.,but there are a lot of police .,there ' s only one police officer per criminals .,there ' s only one police officer per criminals .,31,49
there's only one police officer per 100 criminals.,can't we hire more police?,there ' s only one police officer per criminals .,can ' t we hire more police ?,can ' t we hire more police ?,49,29
can't we hire more police?,no. it costs too much money.,can ' t we hire more police ?,no . it costs too much money .,no . it costs too much money .,29,30
no. it costs too much money.,doesn't crime cost more than police?,no . it costs too much money .,doesn ' t crime cost more than police ?,doesn ' t crime cost more than police ?,30,39
doesn't crime cost more than police?,"yes, it does.",doesn ' t crime cost more than police ?,"yes , it does .","yes , it does .",39,15
"yes, it does.",so it would be cheaper to hire more police?,"yes , it does .",so it would be cheaper to hire more police ?,so it would be cheaper to hire more police ?,15,44
so it would be cheaper to hire more police?,"yes, it would.",so it would be cheaper to hire more police ?,"yes , it would .","yes , it would .",44,16
this is a great neighborhood.,"yes, it is.",this is a great neighborhood .,"yes , it is .","yes , it is .",30,13
