Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
that woman is a very good singer.,"yes, but she looks like a man.",that woman is a very good singer,<sos> yes but she looks like a man <eos>,yes but she looks like a man <eos>,32,40
"yes, but she looks like a man.",what difference does it make?,yes but she looks like a man,<sos> what difference does it make <eos>,what difference does it make <eos>,28,40
what difference does it make?,female singers are supposed to be pretty.,what difference does it make,<sos> female singers are supposed to be pretty <eos>,female singers are supposed to be pretty <eos>,28,52
female singers are supposed to be pretty.,singers are supposed to sound good.,female singers are supposed to be pretty,<sos> singers are supposed to sound good <eos>,singers are supposed to sound good <eos>,40,46
singers are supposed to sound good.,"they should look good, too.",singers are supposed to sound good,<sos> they should look good too <eos>,they should look good too <eos>,34,37
"they should look good, too.",there are lots of ugly men singers.,they should look good too,<sos> there are lots of ugly men singers <eos>,there are lots of ugly men singers <eos>,25,46
there are lots of ugly men singers.,men singers don't have to look good.,there are lots of ugly men singers,<sos> men singers do not have to look good <eos>,men singers do not have to look good <eos>,34,48
men singers don't have to look good.,then neither do women singers.,men singers do not have to look good,<sos> then neither do women singers <eos>,then neither do women singers <eos>,36,41
then neither do women singers.,"well, i would never buy her cd.",then neither do women singers,<sos> well i would never buy her cd <eos>,well i would never buy her cd <eos>,29,41
"well, i would never buy her cd.",but you would buy her cd if she was pretty?,well i would never buy her cd,<sos> but you would buy her cd if she was pretty <eos>,but you would buy her cd if she was pretty <eos>,29,54
but you would buy her cd if she was pretty?,yes. i would buy all of her cds.,but you would buy her cd if she was pretty,<sos> yes i would buy all of her cds <eos>,yes i would buy all of her cds <eos>,42,42
all the tv stations are going to go digital.,"yes, that will occur next month.",all the tv stations are going to go digital,<sos> yes that will occur next month <eos>,yes that will occur next month <eos>,43,42
"yes, that will occur next month.",most of them are already broadcasting in digital.,yes that will occur next month,<sos> most of them are already broadcasting in digital <eos>,most of them are already broadcasting in digital <eos>,30,60
most of them are already broadcasting in digital.,the digital signal is very clear.,most of them are already broadcasting in digital,<sos> the digital signal is very clear <eos>,the digital signal is very clear <eos>,48,44
the digital signal is very clear.,"oh, no, it isn't!",the digital signal is very clear,<sos> oh no it is not <eos>,oh no it is not <eos>,32,27
"oh, no, it isn't!",what do you mean?,oh no it is not,<sos> what do you mean <eos>,what do you mean <eos>,15,28
what do you mean?,i can't get a single channel.,what do you mean,<sos> i cannot get a single channel <eos>,i cannot get a single channel <eos>,16,41
i can't get a single channel.,do you have a digital tv?,i cannot get a single channel,<sos> do you have a digital tv <eos>,do you have a digital tv <eos>,29,36
do you have a digital tv?,of course. but i don't have cable.,do you have a digital tv,<sos> of course but i do not have cable <eos>,of course but i do not have cable <eos>,24,45
of course. but i don't have cable.,"you don't need to have cable, but you do need a good antenna.",of course but i do not have cable,<sos> you do not need to have cable but you do need a good antenna <eos>,you do not need to have cable but you do need a good antenna <eos>,33,72
"you don't need to have cable, but you do need a good antenna.",but i have rabbit ears.,you do not need to have cable but you do need a good antenna,<sos> but i have rabbit ears <eos>,but i have rabbit ears <eos>,60,34
but i have rabbit ears.,rabbit ears aren't strong enough. buy a digital antenna.,but i have rabbit ears,<sos> rabbit ears are not strong enough buy a digital antenna <eos>,rabbit ears are not strong enough buy a digital antenna <eos>,22,67
i've got a date for you.,"oh, really?",i have got a date for you,<sos> oh really <eos>,oh really <eos>,25,21
"oh, really?",are you interested?,oh really,<sos> are you interested <eos>,are you interested <eos>,9,30
are you interested?,maybe. what is she like?,are you interested,<sos> maybe what is she like <eos>,maybe what is she like <eos>,18,34
maybe. what is she like?,she's got a great personality.,maybe what is she like,<sos> she is got a great personality <eos>,she is got a great personality <eos>,22,42
she's got a great personality.,uh-oh. that means that she's fat and ugly.,she is got a great personality,<sos> uhoh that means that she is fat and ugly <eos>,uhoh that means that she is fat and ugly <eos>,30,52
uh-oh. that means that she's fat and ugly.,she's cute.,uhoh that means that she is fat and ugly,<sos> she is cute <eos>,she is cute <eos>,40,23
she's cute.,"okay, so she's not ugly; she's just fat.",she is cute,<sos> okay so she is not ugly she is just fat <eos>,okay so she is not ugly she is just fat <eos>,11,51
"okay, so she's not ugly; she's just fat.",she weighs 98 pounds.,okay so she is not ugly she is just fat,<sos> she weighs pounds <eos>,she weighs pounds <eos>,39,29
she weighs 98 pounds.,"okay, she's not fat. so what's the problem with her?",she weighs pounds,<sos> okay she is not fat so that is the problem with her <eos>,okay she is not fat so that is the problem with her <eos>,17,63
"okay, she's not fat. so what's the problem with her?",who said there is a problem with her?,okay she is not fat so that is the problem with her,<sos> who said there is a problem with her <eos>,who said there is a problem with her <eos>,51,48
who said there is a problem with her?,the problem is she has no problemsshe's too good for me!,who said there is a problem with her,<sos> the problem is she has no problems  she is too good for me <eos>,the problem is she has no problems  she is too good for me <eos>,36,71
i think you're very pretty.,thank you.,i think you are very pretty,<sos> thank you <eos>,thank you <eos>,27,21
thank you.,would you have dinner with me?,thank you,<sos> would you have dinner with me <eos>,would you have dinner with me <eos>,9,41
would you have dinner with me?,i would like to.,would you have dinner with me,<sos> i would like to <eos>,i would like to <eos>,29,27
i would like to.,can i pick you up friday night?,i would like to,<sos> can i pick you up friday night <eos>,can i pick you up friday night <eos>,15,42
can i pick you up friday night?,what time?,can i pick you up friday night,<sos> what time <eos>,what time <eos>,30,21
what time?,eight o'clock.,what time,<sos> eight o ' clock <eos>,eight o ' clock <eos>,9,27
eight o'clock.,that sounds great.,eight o ' clock,<sos> that sounds great <eos>,that sounds great <eos>,15,29
that sounds great.,we'll go to a french restaurant.,that sounds great,<sos> we will go to a french restaurant <eos>,we will go to a french restaurant <eos>,17,45
we'll go to a french restaurant.,i've never been to a french restaurant.,we will go to a french restaurant,<sos> i have never been to a french restaurant <eos>,i have never been to a french restaurant <eos>,33,52
i've never been to a french restaurant.,i think you'll love the food.,i have never been to a french restaurant,<sos> i think you will love the food <eos>,i think you will love the food <eos>,40,42
i think you'll love the food.,i'm not going to eat any snails!,i think you will love the food,<sos> i am not going to eat any snails <eos>,i am not going to eat any snails <eos>,30,44
you have pretty eyes.,thank you. so do you.,you have pretty eyes,<sos> thank you so do you <eos>,thank you so do you <eos>,20,31
thank you. so do you.,i wish my eyes were blue.,thank you so do you,<sos> i wish my eyes were blue <eos>,i wish my eyes were blue <eos>,19,36
